Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13973.0,287,1,264.7,2,1,1,211,Lost
13974.0,49,2,677.72,4,2,3,423,New Customers
13975.0,31,12,5252.65,4,5,5,455,Champions
13976.0,206,4,1174.66,2,3,3,233,Needs Attention
13977.0,411,1,519.8100000000001,1,1,2,112,Lost
13978.0,14,2,196.79,5,2,1,521,New Customers
13979.0,73,7,3365.68,3,4,5,345,Loyal Customers
13980.0,60,5,768.8199999999999,3,4,3,343,Loyal Customers
13981.0,415,1,331.14,1,1,2,112,Lost
13982.0,39,9,3939.89,4,5,5,455,Champions
13983.0,29,21,6753.89,4,5,5,455,Champions
13984.0,26,12,1892.33,4,5,4,454,Champions
13985.0,4,22,9826.460000000001,5,5,5,555,Champions
13986.0,17,1,320.46,5,1,2,512,New Customers
13987.0,379,2,682.54,2,2,3,223,Lost
13988.0,19,8,4722.34,5,4,5,545,Champions
13989.0,65,5,2026.06,3,4,4,344,Loyal Customers
13990.0,213,1,311.3,2,1,2,212,Lost
13991.0,12,6,846.03,5,4,3,543,Loyal Customers
13992.0,30,3,219.5,4,3,1,431,Loyal Customers
13993.0,42,19,6775.71,4,5,5,455,Champions
13994.0,3,6,2274.14,5,4,4,544,Champions
13995.0,15,14,3902.01,5,5,5,555,Champions
13996.0,386,2,880.1600000000001,2,2,3,223,Lost
13997.0,519,3,376.46,1,3,2,132,Needs Attention
13998.0,446,3,566.7,1,3,2,132,Needs Attention
13999.0,10,29,9483.66,5,5,5,555,Champions
14000.0,211,5,1912.84,2,4,4,244,At Risk
14001.0,45,9,4228.85,4,5,5,455,Champions
14002.0,134,2,529.73,3,2,2,322,Needs Attention
14003.0,732,1,209.41,1,1,1,111,Lost
14004.0,43,11,6258.45,4,5,5,455,Champions
14005.0,9,5,2874.72,5,4,5,545,Champions
14006.0,115,7,2196.67,3,4,4,344,Loyal Customers
14007.0,512,1,79.48,1,1,1,111,Lost
14008.0,432,1,509.04,1,1,2,112,Lost
14009.0,198,3,1099.91,2,3,3,233,Needs Attention
14010.0,565,2,445.15,1,2,2,122,Lost
14011.0,480,2,457.82,1,2,2,122,Lost
14012.0,277,1,328.8,2,1,2,212,Lost
14013.0,110,5,1084.57,3,4,3,343,Loyal Customers
14014.0,77,3,1925.95,3,3,4,334,Loyal Customers
14015.0,52,1,917.34,4,1,3,413,New Customers
14016.0,161,11,11295.61,3,5,5,355,Loyal Customers
14017.0,571,1,229.75,1,1,1,111,Lost
14018.0,645,1,351.55,1,1,2,112,Lost
14019.0,46,3,1421.6100000000001,4,3,4,434,Loyal Customers
14020.0,16,4,1228.73,5,3,4,534,Loyal Customers
14021.0,155,7,1716.58,3,4,4,344,Loyal Customers
14022.0,225,2,792.15,2,2,3,223,Lost
14023.0,7,2,584.07,5,2,2,522,New Customers
14024.0,121,3,645.74,3,3,3,333,Loyal Customers
14025.0,464,8,4057.9,1,4,5,145,At Risk
14026.0,470,2,703.11,1,2,3,123,Lost
14027.0,60,1,104.82,3,1,1,311,Needs Attention
14028.0,550,3,10396.5,1,3,5,135,Needs Attention
14029.0,63,2,449.96,3,2,2,322,Needs Attention
14030.0,18,20,7505.87,5,5,5,555,Champions
14031.0,7,43,38890.81,5,5,5,555,Champions
14032.0,2,16,4546.41,5,5,5,555,Champions
14033.0,555,1,109.44,1,1,1,111,Lost
14034.0,22,3,648.04,4,3,3,433,Loyal Customers
14035.0,28,9,2776.15,4,5,4,454,Champions
14036.0,284,1,626.65,2,1,3,213,Lost
14037.0,176,6,836.95,3,4,3,343,Loyal Customers
14038.0,78,5,2988.08,3,4,5,345,Loyal Customers
14039.0,33,2,260.32,4,2,1,421,New Customers
14040.0,40,35,12424.39,4,5,5,455,Champions
14041.0,266,1,100.21,2,1,1,211,Lost
14042.0,725,1,431.98,1,1,2,112,Lost
14043.0,491,2,302.59999999999997,1,2,2,122,Lost
14044.0,26,10,3058.63,4,5,5,455,Champions
14045.0,109,15,10298.58,3,5,5,355,Loyal Customers
14046.0,284,1,151.59,2,1,1,211,Lost
14047.0,8,14,3968.11,5,5,5,555,Champions
14048.0,305,3,748.69,2,3,3,233,Needs Attention
14049.0,16,13,12922.61,5,5,5,555,Champions
14050.0,31,2,736.28,4,2,3,423,New Customers
14051.0,0,37,21770.98,5,5,5,555,Champions
14052.0,19,2,463.46,5,2,2,522,New Customers
14053.0,124,4,572.3,3,3,2,332,Loyal Customers
14054.0,65,1,92.46000000000001,3,1,1,311,Needs Attention
14055.0,106,3,1491.46,3,3,4,334,Loyal Customers
14056.0,1,23,8152.71,5,5,5,555,Champions
14057.0,23,22,8346.66,4,5,5,455,Champions
14058.0,462,2,459.89000000000004,1,2,2,122,Lost
14059.0,266,1,183.6,2,1,1,211,Lost
14060.0,4,30,8898.24,5,5,5,555,Champions
14061.0,507,3,917.4300000000001,1,3,3,133,Needs Attention
14062.0,9,24,25585.65,5,5,5,555,Champions
14063.0,686,7,8157.5,1,4,5,145,At Risk
14064.0,29,15,3260.2400000000002,4,5,5,455,Champions
14065.0,389,3,891.02,2,3,3,233,Needs Attention
14066.0,266,1,152.55,2,1,1,211,Lost
14067.0,63,2,359.95,3,2,2,322,Needs Attention
14068.0,320,4,1501.1200000000001,2,3,4,234,Needs Attention
14069.0,514,2,222.06,1,2,1,121,Lost
14070.0,684,1,320.05,1,1,2,112,Lost
14071.0,3,8,1418.09,5,4,4,544,Champions
14072.0,666,1,390.85,1,1,2,112,Lost
14073.0,32,1,151.04,4,1,1,411,New Customers
14074.0,623,1,219.4,1,1,1,111,Lost
14075.0,4,5,1724.87,5,4,4,544,Champions
14076.0,129,1,118.67,3,1,1,311,Needs Attention
14077.0,40,6,601.13,4,4,3,443,Loyal Customers
14078.0,101,9,1548.87,3,5,4,354,Loyal Customers
14079.0,124,1,375.1,3,1,2,312,Needs Attention
14080.0,32,5,1039.18,4,4,3,443,Loyal Customers
14081.0,302,10,4843.47,2,5,5,255,At Risk
14082.0,364,2,413.36,2,2,2,222,Lost
14083.0,4,11,1072.59,5,5,3,553,Loyal Customers
14084.0,512,1,150.5,1,1,1,111,Lost
14085.0,2,30,9480.75,5,5,5,555,Champions
14086.0,462,1,39.95,1,1,1,111,Lost
14087.0,2,3,816.88,5,3,3,533,Loyal Customers
14088.0,10,16,63741.6,5,5,5,555,Champions
14089.0,56,1,158.75,4,1,1,411,New Customers
14090.0,324,1,76.32000000000001,2,1,1,211,Lost
14091.0,654,2,9530.08,1,2,5,125,Lost
14092.0,7,24,7229.45,5,5,5,555,Champions
14093.0,12,1,431.91,5,1,2,512,New Customers
14094.0,439,1,311.77,1,1,2,112,Lost
14095.0,722,1,2.95,1,1,1,111,Lost
14096.0,4,17,52883.42,5,5,5,555,Champions
14097.0,481,2,422.86,1,2,2,122,Lost
14098.0,36,1,147.35,4,1,1,411,New Customers
14099.0,16,20,5727.08,5,5,5,555,Champions
14100.0,137,1,191.95,3,1,1,311,Needs Attention
14101.0,73,13,9961.93,3,5,5,355,Loyal Customers
14102.0,5,5,1105.8799999999999,5,4,3,543,Loyal Customers
14104.0,154,5,732.29,3,4,3,343,Loyal Customers
14105.0,239,5,5988.83,2,4,5,245,At Risk
14106.0,737,1,214.8,1,1,1,111,Lost
14107.0,51,11,4877.3,4,5,5,455,Champions
14108.0,30,4,1044.96,4,3,3,433,Loyal Customers
14109.0,72,1,144.2,3,1,1,311,Needs Attention
14110.0,3,33,12954.65,5,5,5,555,Champions
14111.0,14,4,692.85,5,3,3,533,Loyal Customers
14112.0,22,13,5778.89,4,5,5,455,Champions
14113.0,3,16,7092.610000000001,5,5,5,555,Champions
14114.0,273,7,1364.09,2,4,4,244,At Risk
14115.0,501,2,622.67,1,2,3,123,Lost
14116.0,19,5,1382.74,5,4,4,544,Champions
14117.0,143,1,90.0,3,1,1,311,Needs Attention
14118.0,428,1,420.35,1,1,2,112,Lost
14119.0,375,2,183.37,2,2,1,221,Lost
14121.0,3,4,2759.75,5,3,4,534,Loyal Customers
14122.0,406,3,362.42,2,3,2,232,Needs Attention
14123.0,733,1,404.98,1,1,2,112,Lost
14124.0,84,1,419.58,3,1,2,312,Needs Attention
14125.0,10,3,2720.63,5,3,4,534,Loyal Customers
14126.0,7,4,1172.46,5,3,3,533,Loyal Customers
14127.0,122,6,1865.28,3,4,4,344,Loyal Customers
14128.0,60,3,924.21,3,3,3,333,Loyal Customers
14129.0,1,9,2591.34,5,5,4,554,Champions
14130.0,319,4,1856.22,2,3,4,234,Needs Attention
14131.0,648,1,158.08,1,1,1,111,Lost
14132.0,2,11,3586.03,5,5,5,555,Champions
14133.0,129,4,911.14,3,3,3,333,Loyal Customers
14134.0,382,15,11039.95,2,5,5,255,At Risk
14135.0,1,24,8824.67,5,5,5,555,Champions
14136.0,400,5,1555.81,2,4,4,244,At Risk
14137.0,695,1,332.7,1,1,2,112,Lost
14138.0,1,2,965.88,5,2,3,523,New Customers
14139.0,46,4,1086.8,4,3,3,433,Loyal Customers
14140.0,3,2,935.05,5,2,3,523,New Customers
14141.0,2,4,915.13,5,3,3,533,Loyal Customers
14142.0,373,2,671.34,2,2,3,223,Lost
14143.0,133,1,115.8,3,1,1,311,Needs Attention
14144.0,486,1,30.6,1,1,1,111,Lost
14145.0,46,7,7472.55,4,4,5,445,Champions
14146.0,8,12,9435.0,5,5,5,555,Champions
14147.0,78,9,2590.2,3,5,4,354,Loyal Customers
14148.0,233,2,466.29,2,2,2,222,Lost
14149.0,220,1,446.62,2,1,2,212,Lost
14150.0,35,2,658.64,4,2,3,423,New Customers
14151.0,673,2,679.45,1,2,3,123,Lost
14152.0,75,7,1992.3,3,4,4,344,Loyal Customers
14153.0,483,1,233.39999999999998,1,1,1,111,Lost
14154.0,239,8,6445.7,2,4,5,245,At Risk
14155.0,266,1,89.25,2,1,1,211,Lost
14156.0,9,145,302317.3,5,5,5,555,Champions
14157.0,19,5,977.44,5,4,3,543,Loyal Customers
14158.0,40,1,507.65999999999997,4,1,2,412,New Customers
14159.0,19,20,7811.03,5,5,5,555,Champions
14160.0,610,7,8161.79,1,4,5,145,At Risk
14161.0,215,7,2922.58,2,4,5,245,At Risk
14162.0,173,2,289.36,3,2,2,322,Needs Attention
14163.0,87,5,2594.62,3,4,4,344,Loyal Customers
14164.0,70,2,1631.77,3,2,4,324,Needs Attention
14165.0,275,1,120.44,2,1,1,211,Lost
14166.0,505,2,251.15,1,2,1,121,Lost
14167.0,39,8,1274.29,4,4,4,444,Champions
14168.0,420,2,370.45,1,2,2,122,Lost
14169.0,430,2,613.11,1,2,3,123,Lost
14170.0,375,3,568.23,2,3,2,232,Needs Attention
14171.0,98,2,498.79,3,2,2,322,Needs Attention
14172.0,605,3,366.47,1,3,2,132,Needs Attention
14173.0,10,6,586.0,5,4,2,542,Loyal Customers
14174.0,33,1,134.46,4,1,1,411,New Customers
14175.0,59,8,7597.4800000000005,3,4,5,345,Loyal Customers
14176.0,297,5,756.46,2,4,3,243,At Risk
14177.0,86,13,2139.09,3,5,4,354,Loyal Customers
14178.0,8,7,1580.26,5,4,4,544,Champions
14179.0,40,2,696.5,4,2,3,423,New Customers
14180.0,10,33,6053.75,5,5,5,555,Champions
14181.0,410,2,304.6,1,2,2,122,Lost
14182.0,443,4,678.77,1,3,3,133,Needs Attention
14183.0,411,2,268.2,1,2,1,121,Lost
14184.0,66,1,452.89,3,1,2,312,Needs Attention
14185.0,331,1,197.65,2,1,1,211,Lost
14186.0,427,5,1550.63,1,4,4,144,At Risk
14187.0,473,1,123.5,1,1,1,111,Lost
14188.0,30,6,2054.36,4,4,4,444,Champions
14189.0,2,16,5495.35,5,5,5,555,Champions
14190.0,666,1,79.9,1,1,1,111,Lost
14191.0,1,15,4726.46,5,5,5,555,Champions
14192.0,388,1,293.74,2,1,2,212,Lost
14193.0,67,3,1179.5900000000001,3,3,3,333,Loyal Customers
14194.0,4,36,18540.21,5,5,5,555,Champions
14195.0,201,6,2615.6,2,4,4,244,At Risk
14196.0,106,1,335.52,3,1,2,312,Needs Attention
14197.0,410,1,390.05,1,1,2,112,Lost
14198.0,18,9,1535.63,5,5,4,554,Champions
14199.0,218,4,1091.7,2,3,3,233,Needs Attention
14200.0,617,1,379.2,1,1,2,112,Lost
14201.0,60,10,1193.54,3,5,3,353,Loyal Customers
14202.0,381,3,847.76,2,3,3,233,Needs Attention
14203.0,397,1,339.34,2,1,2,212,Lost
14204.0,2,4,1006.74,5,3,3,533,Loyal Customers
14205.0,16,9,2414.2,5,5,4,554,Champions
14206.0,239,3,1185.01,2,3,3,233,Needs Attention
14207.0,687,1,157.8,1,1,1,111,Lost
14208.0,94,2,567.05,3,2,2,322,Needs Attention
14209.0,10,15,4983.97,5,5,5,555,Champions
14210.0,105,16,5487.33,3,5,5,355,Loyal Customers
14211.0,53,18,4391.79,4,5,5,455,Champions
14212.0,89,2,2190.14,3,2,4,324,Needs Attention
14213.0,404,1,1192.2,2,1,3,213,Lost
14214.0,30,5,970.48,4,4,3,443,Loyal Customers
14215.0,11,9,3240.9700000000003,5,5,5,555,Champions
14216.0,3,5,2150.04,5,4,4,544,Champions
14217.0,1,23,3298.59,5,5,5,555,Champions
14218.0,42,1,169.48000000000002,4,1,1,411,New Customers
14219.0,4,3,633.83,5,3,3,533,Loyal Customers
14220.0,247,4,1515.0,2,3,4,234,Needs Attention
14221.0,42,17,6376.1900000000005,4,5,5,455,Champions
14222.0,177,1,667.57,3,1,3,313,Needs Attention
14223.0,92,3,991.13,3,3,3,333,Loyal Customers
14224.0,110,9,1840.02,3,5,4,354,Loyal Customers
14225.0,434,4,2031.07,1,3,4,134,Needs Attention
14226.0,28,6,2985.13,4,4,5,445,Champions
14227.0,26,15,6356.71,4,5,5,455,Champions
14228.0,437,3,745.5,1,3,3,133,Needs Attention
14229.0,51,7,2594.04,4,4,4,444,Champions
14230.0,435,3,979.8000000000001,1,3,3,133,Needs Attention
14231.0,183,4,1215.3400000000001,3,3,4,334,Loyal Customers
14232.0,42,5,2048.07,4,4,4,444,Champions
14233.0,49,7,2904.27,4,4,5,445,Champions
14234.0,22,4,741.16,4,3,3,433,Loyal Customers
14235.0,75,9,4717.99,3,5,5,355,Loyal Customers
14236.0,80,5,1550.59,3,4,4,344,Loyal Customers
14237.0,373,2,458.74,2,2,2,222,Lost
14238.0,326,3,434.23,2,3,2,232,Needs Attention
14239.0,43,21,4263.17,4,5,5,455,Champions
14240.0,30,3,1247.49,4,3,4,434,Loyal Customers
14241.0,183,2,333.7,3,2,2,322,Needs Attention
14242.0,234,2,280.55,2,2,1,221,Lost
14243.0,8,17,7152.35,5,5,5,555,Champions
14244.0,660,1,366.41999999999996,1,1,2,112,Lost
14245.0,219,2,1673.17,2,2,4,224,Lost
14246.0,110,3,1474.06,3,3,4,334,Loyal Customers
14247.0,278,5,753.56,2,4,3,243,At Risk
14248.0,318,3,1032.95,2,3,3,233,Needs Attention
14249.0,410,11,5357.26,1,5,5,155,At Risk
14250.0,7,3,1904.05,5,3,4,534,Loyal Customers
14251.0,1,5,2879.7000000000003,5,4,5,545,Champions
14252.0,381,1,350.99,2,1,2,212,Lost
14253.0,493,2,363.40000000000003,1,2,2,122,Lost
14254.0,432,1,511.03000000000003,1,1,2,112,Lost
14256.0,260,5,2460.79,2,4,4,244,At Risk
14257.0,64,9,5908.25,3,5,5,355,Loyal Customers
14258.0,9,25,32051.34,5,5,5,555,Champions
14259.0,141,1,120.0,3,1,1,311,Needs Attention
14260.0,471,3,824.28,1,3,3,133,Needs Attention
14261.0,50,2,1157.25,4,2,3,423,New Customers
14262.0,8,8,2618.23,5,4,4,544,Champions
14263.0,423,1,307.33000000000004,1,1,2,112,Lost
14264.0,154,6,1517.3600000000001,3,4,4,344,Loyal Customers
14265.0,109,4,1326.85,3,3,4,334,Loyal Customers
14266.0,428,1,40.56,1,1,1,111,Lost
14267.0,162,3,1516.24,3,3,4,334,Loyal Customers
14268.0,470,1,354.85,1,1,2,112,Lost
14269.0,439,1,295.73,1,1,2,112,Lost
14270.0,331,1,492.65000000000003,2,1,2,212,Lost
14271.0,225,2,207.83,2,2,1,221,Lost
14272.0,73,4,913.01,3,3,3,333,Loyal Customers
14273.0,51,4,559.97,4,3,2,432,Loyal Customers
14274.0,686,1,256.6,1,1,1,111,Lost
14275.0,395,6,1189.3799999999999,2,4,3,243,At Risk
14276.0,98,7,2102.68,3,4,4,344,Loyal Customers
14277.0,15,8,14954.73,5,4,5,545,Champions
14278.0,409,1,205.83,1,1,1,111,Lost
14279.0,520,2,191.86,1,2,1,121,Lost
14280.0,196,1,134.04,2,1,1,211,Lost
14281.0,408,1,245.15,2,1,1,211,Lost
14282.0,3,25,7210.56,5,5,5,555,Champions
14283.0,463,4,628.44,1,3,3,133,Needs Attention
14284.0,30,3,1284.65,4,3,4,434,Loyal Customers
14285.0,21,8,3162.02,4,4,5,445,Champions
14286.0,23,7,8374.16,4,4,5,445,Champions
14287.0,8,3,176.63,5,3,1,531,Loyal Customers
14288.0,213,1,426.6,2,1,2,212,Lost
14289.0,8,6,898.6600000000001,5,4,3,543,Loyal Customers
14290.0,11,8,4516.56,5,4,5,545,Champions
14291.0,1,23,7904.1,5,5,5,555,Champions
14292.0,7,16,9163.85,5,5,5,555,Champions
14293.0,3,9,2903.01,5,5,5,555,Champions
14294.0,407,1,375.34000000000003,2,1,2,212,Lost
14295.0,40,4,2352.91,4,3,4,434,Loyal Customers
14296.0,421,2,456.4,1,2,2,122,Lost
14297.0,17,4,1305.33,5,3,4,534,Loyal Customers
14298.0,8,82,89174.62,5,5,5,555,Champions
14299.0,8,27,14070.25,5,5,5,555,Champions
14300.0,18,1,43.2,5,1,1,511,New Customers
14301.0,117,4,1992.18,3,3,4,334,Loyal Customers
14302.0,430,3,742.9000000000001,1,3,3,133,Needs Attention
14303.0,407,2,277.94,2,2,1,221,Lost
14304.0,222,3,1725.01,2,3,4,234,Needs Attention
14305.0,71,3,1858.96,3,3,4,334,Loyal Customers
14306.0,51,6,3151.4,4,4,5,445,Champions
14307.0,88,10,4277.84,3,5,5,355,Loyal Customers
14309.0,8,11,3742.4100000000003,5,5,5,555,Champions
14310.0,432,1,492.1,1,1,2,112,Lost
14311.0,242,2,516.45,2,2,2,222,Lost
14312.0,46,11,3090.29,4,5,5,455,Champions
14314.0,106,2,229.79999999999998,3,2,1,321,Needs Attention
14315.0,44,8,3164.62,4,4,5,445,Champions
14316.0,422,5,1352.6399999999999,1,4,4,144,At Risk
14317.0,64,1,508.58,3,1,2,312,Needs Attention
14318.0,460,1,158.02,1,1,1,111,Lost
14319.0,424,1,494.85,1,1,2,112,Lost
14320.0,206,5,1328.9,2,4,4,244,At Risk
14321.0,10,7,2181.36,5,4,4,544,Champions
14322.0,429,4,474.1,1,3,2,132,Needs Attention
14323.0,114,2,605.0600000000001,3,2,3,323,Needs Attention
14324.0,409,2,701.61,1,2,3,123,Lost
14325.0,569,1,245.48000000000002,1,1,1,111,Lost
14326.0,242,3,940.98,2,3,3,233,Needs Attention
14327.0,163,6,1894.93,3,4,4,344,Loyal Customers
14329.0,17,15,9806.37,5,5,5,555,Champions
14330.0,623,1,185.03,1,1,1,111,Lost
14331.0,124,2,462.66,3,2,2,322,Needs Attention
14332.0,22,5,1917.41,4,4,4,444,Champions
14333.0,67,1,415.2,3,1,2,312,Needs Attention
14334.0,16,12,4256.68,5,5,5,555,Champions
14335.0,16,2,454.86,5,2,2,522,New Customers
14336.0,16,4,1614.91,5,3,4,534,Loyal Customers
14338.0,161,3,896.9,3,3,3,333,Loyal Customers
14339.0,242,2,620.27,2,2,3,223,Lost
14340.0,218,1,134.7,2,1,1,211,Lost
14341.0,45,18,4452.02,4,5,5,455,Champions
14342.0,21,6,918.44,4,4,3,443,Loyal Customers
14343.0,421,4,1066.71,1,3,3,133,Needs Attention
14344.0,127,20,2987.2000000000003,3,5,5,355,Loyal Customers
14345.0,38,1,108.98,4,1,1,411,New Customers
14346.0,120,5,2249.9900000000002,3,4,4,344,Loyal Customers
14347.0,736,1,82.60000000000001,1,1,1,111,Lost
14348.0,260,1,409.57,2,1,2,212,Lost
14349.0,10,1,133.5,5,1,1,511,New Customers
14350.0,274,3,886.38,2,3,3,233,Needs Attention
14351.0,164,1,51.0,3,1,1,311,Needs Attention
14352.0,157,4,1078.96,3,3,3,333,Loyal Customers
14353.0,215,3,376.5,2,3,2,232,Needs Attention
14354.0,5,2,163.62,5,2,1,521,New Customers
14355.0,365,3,840.0500000000001,2,3,3,233,Needs Attention
14356.0,79,2,685.63,3,2,3,323,Needs Attention
14357.0,43,1,221.22,4,1,1,411,New Customers
14358.0,389,2,400.06,2,2,2,222,Lost
14359.0,19,3,912.1800000000001,5,3,3,533,Loyal Customers
14360.0,31,4,2118.03,4,3,4,434,Loyal Customers
14361.0,578,1,214.71,1,1,1,111,Lost
14362.0,22,1,151.5,4,1,1,411,New Customers
14363.0,402,2,227.47000000000003,2,2,1,221,Lost
14364.0,108,8,3717.35,3,4,5,345,Loyal Customers
14365.0,394,2,596.58,2,2,3,223,Lost
14366.0,525,1,136.0,1,1,1,111,Lost
14367.0,8,16,9227.82,5,5,5,555,Champions
14368.0,319,1,155.0,2,1,1,211,Lost
14369.0,642,2,458.99,1,2,2,122,Lost
14370.0,450,6,1175.78,1,4,3,143,At Risk
14371.0,295,1,100.5,2,1,1,211,Lost
14372.0,443,2,860.08,1,2,3,123,Lost
14373.0,358,1,76.55,2,1,1,211,Lost
14374.0,541,1,108.0,1,1,1,111,Lost
14375.0,185,3,1100.93,3,3,3,333,Loyal Customers
14376.0,683,1,215.46,1,1,1,111,Lost
14377.0,191,2,617.05,2,2,3,223,Lost
14378.0,621,1,131.25,1,1,1,111,Lost
14379.0,44,4,1221.31,4,3,4,434,Loyal Customers
14381.0,52,2,595.94,4,2,2,422,New Customers
14382.0,26,2,1193.6299999999999,4,2,3,423,New Customers
14383.0,38,3,1247.69,4,3,4,434,Loyal Customers
14384.0,500,1,58.5,1,1,1,111,Lost
14385.0,9,3,202.10999999999999,5,3,1,531,Loyal Customers
14386.0,296,1,142.4,2,1,1,211,Lost
14387.0,32,3,1698.32,4,3,4,434,Loyal Customers
14388.0,10,16,6378.0,5,5,5,555,Champions
14389.0,65,5,1898.01,3,4,4,344,Loyal Customers
14390.0,10,13,6046.53,5,5,5,555,Champions
14391.0,576,1,135.6,1,1,1,111,Lost
14392.0,432,1,266.4,1,1,1,111,Lost
14393.0,218,1,67.95,2,1,1,211,Lost
14394.0,564,1,93.8,1,1,1,111,Lost
14395.0,2,20,7728.21,5,5,5,555,Champions
14396.0,65,7,1948.13,3,4,4,344,Loyal Customers
14397.0,2,19,2612.96,5,5,4,554,Champions
14398.0,401,2,695.99,2,2,3,223,Lost
14399.0,394,8,2101.96,2,4,4,244,At Risk
14400.0,149,3,1732.47,3,3,4,334,Loyal Customers
14401.0,4,22,6642.44,5,5,5,555,Champions
14402.0,652,1,285.6,1,1,2,112,Lost
14403.0,130,6,1880.51,3,4,4,344,Loyal Customers
14404.0,33,13,2694.38,4,5,4,454,Champions
14405.0,386,1,195.0,2,1,1,211,Lost
14406.0,119,1,156.75,3,1,1,311,Needs Attention
14407.0,107,5,2123.77,3,4,4,344,Loyal Customers
14408.0,10,11,4102.27,5,5,5,555,Champions
14409.0,71,9,3427.29,3,5,5,355,Loyal Customers
14410.0,92,11,2606.5,3,5,4,354,Loyal Customers
14411.0,310,1,1063.0,2,1,3,213,Lost
14412.0,42,3,1411.19,4,3,4,434,Loyal Customers
14413.0,362,3,421.72,2,3,2,232,Needs Attention
14414.0,91,8,2222.81,3,4,4,344,Loyal Customers
14415.0,1,23,11883.73,5,5,5,555,Champions
14416.0,22,2,490.22,4,2,2,422,New Customers
14417.0,387,1,524.65,2,1,2,212,Lost
14418.0,3,3,1937.25,5,3,4,534,Loyal Customers
14419.0,10,7,1254.64,5,4,4,544,Champions
14420.0,99,4,1639.17,3,3,4,334,Loyal Customers
14421.0,57,6,2459.17,4,4,4,444,Champions
14422.0,0,19,10193.78,5,5,5,555,Champions
14423.0,218,3,916.61,2,3,3,233,Needs Attention
14424.0,17,1,322.08,5,1,2,512,New Customers
14425.0,434,3,661.39,1,3,3,133,Needs Attention
14426.0,23,17,11666.86,4,5,5,455,Champions
14427.0,50,4,1263.52,4,3,4,434,Loyal Customers
14428.0,7,5,1224.06,5,4,4,544,Champions
14429.0,403,1,516.28,2,1,2,212,Lost
14430.0,511,3,1150.1000000000001,1,3,3,133,Needs Attention
14431.0,302,4,2614.2,2,3,4,234,Needs Attention
14432.0,9,6,2206.56,5,4,4,544,Champions
14433.0,465,1,278.75,1,1,1,111,Lost
14434.0,21,6,1372.8,4,4,4,444,Champions
14435.0,501,1,90.42,1,1,1,111,Lost
14436.0,98,2,271.7,3,2,1,321,Needs Attention
14437.0,365,5,850.84,2,4,3,243,At Risk
14438.0,306,1,131.9,2,1,1,211,Lost
14439.0,319,5,9443.04,2,4,5,245,At Risk
14440.0,8,13,5982.03,5,5,5,555,Champions
14441.0,0,11,4607.04,5,5,5,555,Champions
14442.0,204,7,5367.02,2,4,5,245,At Risk
14443.0,53,5,2082.9700000000003,4,4,4,444,Champions
14444.0,456,1,120.44,1,1,1,111,Lost
14445.0,455,1,221.65,1,1,1,111,Lost
14446.0,0,5,1180.23,5,4,3,543,Loyal Customers
14447.0,18,6,1639.43,5,4,4,544,Champions
14448.0,9,2,375.35,5,2,2,522,New Customers
14449.0,18,8,2223.33,5,4,4,544,Champions
14450.0,180,7,1128.44,3,4,3,343,Loyal Customers
14451.0,60,12,3244.68,3,5,5,355,Loyal Customers
14452.0,10,4,635.65,5,3,3,533,Loyal Customers
14453.0,190,1,119.93,2,1,1,211,Lost
14454.0,376,5,977.3000000000001,2,4,3,243,At Risk
14455.0,432,4,616.88,1,3,3,133,Needs Attention
14456.0,5,9,2997.47,5,5,5,555,Champions
14457.0,310,1,113.64,2,1,1,211,Lost
14458.0,380,1,219.26999999999998,2,1,1,211,Lost
14459.0,155,2,5319.9400000000005,3,2,5,325,Needs Attention
14460.0,110,9,1093.5,3,5,3,353,Loyal Customers
14461.0,148,13,6482.29,3,5,5,355,Loyal Customers
14462.0,66,12,2236.56,3,5,4,354,Loyal Customers
14463.0,98,4,786.5699999999999,3,3,3,333,Loyal Customers
14464.0,568,2,111.0,1,2,1,121,Lost
14465.0,246,11,3786.46,2,5,5,255,At Risk
14466.0,29,13,4015.0,4,5,5,455,Champions
14467.0,17,12,2203.2400000000002,5,5,4,554,Champions
14468.0,733,1,204.24,1,1,1,111,Lost
14469.0,416,4,2088.81,1,3,4,134,Needs Attention
14470.0,11,3,712.04,5,3,3,533,Loyal Customers
14471.0,591,2,382.2,1,2,2,122,Lost
14472.0,103,9,2095.08,3,5,4,354,Loyal Customers
14473.0,74,2,234.34,3,2,1,321,Needs Attention
14474.0,46,2,1258.89,4,2,4,424,New Customers
14475.0,71,4,1151.15,3,3,3,333,Loyal Customers
14476.0,257,1,193.0,2,1,1,211,Lost
14477.0,19,7,1969.6,5,4,4,544,Champions
14478.0,382,4,1274.1100000000001,2,3,4,234,Needs Attention
14479.0,253,4,1124.71,2,3,3,233,Needs Attention
14480.0,11,4,1299.52,5,3,4,534,Loyal Customers
14481.0,164,5,2240.65,3,4,4,344,Loyal Customers
14482.0,18,12,4306.72,5,5,5,555,Champions
14483.0,281,2,257.1,2,2,1,221,Lost
14484.0,50,4,1070.98,4,3,3,433,Loyal Customers
14485.0,38,1,162.8,4,1,1,411,New Customers
14486.0,511,2,175.5,1,2,1,121,Lost
14487.0,26,7,1256.59,4,4,4,444,Champions
14488.0,67,1,1064.28,3,1,3,313,Needs Attention
14489.0,207,4,1574.93,2,3,4,234,Needs Attention
